Name,Comment,Tag
Md.Akterul I,খুবই সুন্দর একটি পলো শার্ট পেয়েছি ব্যস্ত ছিলাম তার জন্য রিভিউ দিতে পারি নাই ধন্যবাদ দারাজ খুব পছন্দ হয়েছে আমার,Positive
Bìđhăň Đ,খুবই বাজে প্রোডাক্ট ছবিতে যেমন একদমই তেমন না। টি-শার্টের মাঝখান দিয়ে একটি সিলি যা ছবিতে নেই ৷,Negative
md.anas,আসলে ছবি যেমন উজ্জ্বল ছিল। পাইছি যেটা সেটা তেমন নয়। মনে হচ্ছে পুরনো কাপড় ওয়াশ করে দিছে।,Negative
pankoj K.,খুব সুন্দর প্রোডাক্ট। এতো অল্প দামে সুন্দর প্রোডাক্ট ডেলিভারি দেওয়ার জন্য অসংখ্য ধন্যবাদ।,Positive
Md.Ontor,দাম অনুযায়ি পণ্য খুবই ভালো।চাইলে নিতে পারেন ঠকবেন না ,Positive
Royal,টি- শার্টটি যেমন ডিসপ্লেতে দেওয়া ঠিক তেমনি পেয়েছি। তার জন্য দারাজ কে অসংখ্য ধন্যবাদ।,Positive
S.K.Madhurjo,"দাম অনুযায়ী টিশার্টের মান ভালো লাগছে, ধন্যবাদ দারাজ",Positive
Atikur,মোটামুটি কালার ২টা জায়গায় ফুটা আছে ফিনিশিং ভালো না।,Negative
Nayan C.,কাপড়টা তেমন একটা পছন্দ  হয়নি। বাহিরে শপ থেকে এর চেয়ে কম দামে এই টিশার্ট টা কেনা যায় ।,Negative
Mariam A.,এতো বাজে কাপড়  দিয়া এতো দাম নিলে মানুষ কিভাবে  কিনবে।,Negative
Khalilur R.,খারাপ সেলাই ভালো না অনেক মোটা কাপড় গরম লাগে,Negative
Arafat H.,ছবিতে দেখতে অনেক সুন্দর কিন্ত অতোটা সুন্দর না বাস্তবে।অর্ডার মত সেল পাইনি,Negative
Jahanara A.,প্যাকেজিং করার সময় মনে হয় চোখ কপালে ছিল তাই দেখতে পারেন নাই । ,Negative
MdJubayed,যেমন চেয়েছিলাম তেমন পাইছি।ধন্যবাদ দারাজ কে এমন ভাল প্রোডাক্ট  দেয়ার জন্য,Positive
Muntasir A.,"ধন্যবাদ এভাবেই ভোক্তার চাহিদা অনুযায়ী পণ্য সরবরাহ করে যাবেন, আশা করি",Positive
Mohammad :,টি শার্ট কোয়ালিটি একদম বাজে শুধু রং উঠে ব্যবহার অনেক বাজে ছিলো,Negative
Aayan H.,ধন্যবাদ সেলার  ভাইকে।ধন্যবাদ দারাজকে।যেমনটা চেয়েছি তেমনি পেয়েছি,Positive
shuvo,আলহামদুলিল্লাহ যেমনটা চেয়েছিলাম এমনই পাইছি ধন্যবাদ দারাজ কে,Positive
rony P.,"টিশার্ট টি সুন্দর,কাপড়টা আরো ভালো হওয়া দরকার টাকার অনুপাতে",Neutral
Ahmed J.,ভাল লাগল সঠিক সময়ে মালটি দেওয়ার জন্য। সেলারকে ধন্যবাদ।,Positive
Sajijul I.,গেঞ্জি টা ভালই ছিল তবে প্রিন্টের সমস্যা জায়গায় জায়গায়,Neutral
Sojib,অসাধারন আমার কাছে খুব ভালো লাগছে চাইলে আপনারা নিতে পারেন,Positive
farjana,সকল কিছু মিলিয়ে মোটামুটি ভালো পাইছি সবাই নিতে পারেন।,Positive
Asesh T.,এত বড় বাটপারি করলো দারাজ।আমি এর সঠিক সমাধান চাই,Negative
bellal L,ভালোই লাগলো টি-শার্টের কালার। দাম অনুযায়ী ঠিক আছে ,Positive
MD.SUMON,"কম দামে ভালো জিনিস, আপনারা সবাই নিতে পারেন।",Positive
Jannat M.,কখনো ভাবি নাই এত ভালো জিনিস পাবো ভেবেছিলাম অনেক খারাপ একটা জিনিস হবে কিন্তু খুবই ভালো একটা ভালো পোলো শার্ট আপনারা চাইলে নিতে পারেন,Positive
